"STU_ID","BYSEX","BYRACE","BYMOTHED","BYWRTNGA"
408231,1,7,4,1.001
409101,2,3,2,-0.703
409102,1,3,7,-1.087
409103,2,3,4,-0.703
409104,1,3,2,-0.338
409105,2,3,2,-0.137
409106,1,3,7,-4
409107,2,3,3,-4
409108,1,3,2,-1.384
409109,1,3,8,-0.435
409110,2,3,7,-0.405
409111,1,3,1,-4
409112,1,3,2,-1.39
409114,2,3,2,-0.703
409201,2,7,3,-9
409202,1,7,5,-9
409203,1,7,7,1.951
409204,2,7,2,-9
409205,2,2,6,-9
409206,1,7,2,-9
409208,1,7,6,-9
409209,2,7,5,-9
409211,1,7,2,-9
409212,1,7,7,0.618
409213,1,2,6,-9
409215,2,7,7,-9
409216,2,7,6,0.349
409217,2,7,1,0.618
409218,1,4,7,-9
409219,2,7,7,-9
409220,2,7,6,-9
409221,2,5,6,-9
410101,1,7,6,0.052
410102,2,7,6,-4
410103,1,4,2,-4
410104,1,7,6,-4
410105,2,3,7,0.16
410106,-4,-4,-4,-4
410107,1,7,8,0.349
410108,1,6,8,-4
410109,2,7,5,1.951
410110,1,3,2,-4
410111,1,7,2,-4
410112,1,7,6,1.654
410113,2,6,5,1.951
410114,1,7,6,-4
410115,1,7,7,1.951
410116,2,7,5,-4
410117,2,7,6,-4
410118,2,3,7,-4
410119,1,7,6,-4
410120,1,7,8,1.951
410121,2,7,7,-4
410122,2,7,3,-4
410123,2,7,6,-4
410124,2,7,6,-4
410126,1,7,4,1.191
410127,1,7,7,1.951
410128,2,3,5,-4
410129,2,7,6,0.812
410130,2,7,6,-4
410131,1,7,7,-4
410132,2,2,6,1.385
410133,1,7,5,-4
410134,2,7,5,0.052
410135,2,7,7,0.349
410201,1,6,6,-4
410202,2,6,5,-4
410203,1,7,6,-4
410204,1,7,2,-4
410205,1,7,2,-4
410206,2,7,2,-4
410207,2,7,4,-4
410208,1,6,4,-4
410209,2,7,3,-4
410210,2,7,8,-4
410211,1,7,2,-4
410212,2,7,6,-4
410213,1,7,3,-4
410214,2,7,2,-4
410215,2,7,2,-4
410216,2,7,5,-4
410217,2,7,1,-4
410218,1,7,2,-4
410219,1,7,3,-4
410220,2,7,7,-4
411103,2,3,5,1.001
411104,2,6,8,-0.143
411105,2,3,5,-4
411106,1,3,6,-4
411107,2,3,5,1.951
411108,1,6,7,-4
411109,1,3,3,-4
411110,2,3,4,0.247
411111,2,6,3,-4
411112,1,3,2,-0.898
411113,1,3,2,-4
411114,1,3,6,0.052
411116,2,3,5,0.052
411117,1,3,2,1.196
411118,1,3,6,-4
411119,1,3,7,-0.143
411122,2,3,3,-0.824
411123,2,3,5,-0.216
411125,2,3,4,0.539
411126,2,3,3,-4
411127,1,4,1,1.001
411128,1,3,5,-1.847
411129,2,3,5,-4
411130,1,3,3,-4
411131,1,3,7,-0.703
411132,1,4,2,-0.143
411161,-8,-8,-8,-8
411201,2,7,6,0.807
411202,2,7,6,-0.898
411203,2,7,6,0.052
411204,2,7,5,0.052
411205,2,7,7,1.001
411206,2,7,2,-1.847
411207,2,7,7,1.001
411208,2,7,6,0.052
411209,2,3,6,0.807
411210,2,7,3,-1.847
411211,2,7,6,0.052
411212,2,7,4,0.052
411213,2,6,7,-4
411214,2,7,8,-0.898
411215,2,6,6,0.052
411216,2,7,6,1.001
411217,2,7,6,1.001
411218,2,7,1,-0.898
411219,2,7,2,-0.898
411220,2,7,5,0.539
411221,2,7,7,-0.411
411222,2,7,2,0.052
411223,2,7,6,1.001
411224,2,7,6,-0.411
411225,2,7,6,-0.898
411226,2,7,2,0.052
411227,2,7,6,-4
411228,2,7,6,1.001
412101,2,7,2,0.052
412102,2,7,3,-0.137
412103,2,6,8,0.349
412104,2,7,5,0.052
412105,2,7,5,0.783
412106,2,7,2,-0.246
412107,2,7,6,-0.898
412108,2,7,6,1.951
412109,2,7,7,-0.137
412110,2,7,2,1.951
412111,2,7,7,-0.63
412112,2,7,6,1.27
412113,2,7,6,-0.63
412114,2,7,5,0.052
412115,2,7,6,-0.63
412116,2,7,3,1.951
412117,2,7,3,-0.63
412118,2,7,6,1.27
412119,2,7,6,1.191
412120,2,7,2,0.052
412121,2,7,5,0.052
412122,2,7,6,-0.63
412123,2,7,2,0.32
412124,2,7,2,-0.137
412201,1,7,4,0.539
412202,2,7,3,0.733
412203,2,7,4,1.762
412204,2,7,4,0.539
412206,2,7,6,1.001
412207,1,7,6,-0.24
412208,2,7,6,0.052
412209,2,7,3,1.088
412210,2,7,6,0.052
412211,1,7,6,0.241
412212,1,7,6,-0.709
412213,1,7,6,0.247
412214,1,7,8,1.464
412215,2,7,2,1.001
412216,2,7,2,0.539
412217,1,5,6,1.464
413101,1,7,6,-1.361
413103,1,7,6,1.001
413104,1,7,2,1.001
413106,1,7,7,-0.709
413107,1,5,7,-1.195
413108,1,7,3,-0.898
413109,1,7,6,-0.898
413111,1,7,6,-1.658
413112,1,7,5,0.052
413114,1,7,2,-0.703
413115,1,7,2,-1.658
413117,1,7,4,-1.658
413118,1,7,2,0.052
413119,1,7,6,0.812
413201,1,7,7,1.001
413202,2,3,3,1.001
413203,2,7,6,-0.137
413204,1,7,2,0.618
413205,1,7,6,0.052
413206,1,7,7,1.951
413207,1,7,2,-0.435
413209,1,7,6,1.001
414101,2,2,1,0.812
414102,1,4,6,0.052
414103,2,7,4,1.27
414104,1,7,5,0.052
414105,1,7,6,-0.709
414106,1,7,6,-1.195
414107,2,7,2,0.052
414108,2,7,6,0.515
414109,2,6,4,1.007
414110,1,7,6,0.052
414111,1,7,4,-1.195
414112,1,5,3,1.27
414201,2,7,4,-0.137
414202,2,7,6,-4
414203,2,7,2,0.052
414204,1,7,5,-0.435
414205,1,7,6,0.539
414206,2,7,6,0.704
414207,1,3,2,-4
414209,2,5,5,-0.63
414210,2,7,6,0.052
414211,1,3,2,-4
414212,1,7,7,-4
414213,1,7,5,1.299
414215,1,3,4,-4
414216,1,7,6,-0.709
414217,2,6,5,-0.137
414218,1,7,7,0.704
414219,2,7,2,-0.514
414220,2,3,6,-9
414221,2,7,2,0.052
414222,2,7,2,-1.384
414223,2,3,1,-4
414224,2,3,5,-0.898
414225,2,3,3,-0.137
414226,1,7,2,-1.384
414227,2,7,5,-0.898
414228,1,6,1,-4
414229,2,7,2,1.762
414230,1,7,6,-4
415101,1,7,2,-1.847
415102,1,7,7,-1.195
415103,2,7,5,-0.892
415104,1,5,8,0.812
415105,2,7,5,-0.405
415106,2,7,5,-0.137
415107,-4,-4,-4,-4
415108,2,7,7,1.001
415109,2,7,4,0.052
415110,2,6,6,-0.703
415111,1,3,2,-1.847
415112,1,7,4,-1.195
415113,1,7,6,1.001
415114,2,7,7,1.488
415115,2,7,6,-1.087
415116,1,7,6,1.191
415117,1,7,6,0.241
415118,1,7,8,1.001
415119,1,7,6,0.052
415120,1,7,2,0.812
415121,1,7,5,-0.63
415122,1,7,3,-0.435
415123,2,7,6,-1.087
415124,1,7,6,0.052
415125,1,7,6,-0.332
415126,-4,-4,-4,-4
415127,-4,-4,-4,-4
415128,2,7,3,0.812
415201,2,7,5,-0.021
415202,2,7,5,-9
415203,2,7,2,1.567
415204,2,6,2,-0.143
415205,2,7,7,1.031
415206,1,6,6,1.683
415207,2,7,5,1.001
415208,2,7,5,0.052
415209,2,7,6,1.683
415210,1,7,6,0.32
415211,2,7,5,0.241
415212,2,7,2,0.052
415214,-4,-4,-4,-4
415215,2,7,6,1.001
415216,1,7,7,0.544
416103,2,7,5,0.052
416104,2,4,3,-0.703
416105,-4,-4,-4,-4
416106,2,7,3,0.544
416107,2,5,5,0.704
416108,-4,-4,-4,-4
416109,2,5,5,0.052
416110,2,7,3,1.951
416111,2,5,6,-0.246
416112,2,2,6,1.951
416113,2,5,2,-1.652
416114,-4,-4,-4,-4
416115,2,7,5,1.654
416116,2,5,6,1.001
416117,2,7,3,1.001
416118,2,3,3,1.001
416119,-4,-4,-4,-4
416120,2,7,8,1.951
416121,2,7,4,-0.514
416122,2,7,2,1.951
416123,-4,-4,-4,-4
416201,1,4,4,0.247
416202,-4,-4,-4,-4
416203,1,4,1,-0.051
416205,1,7,7,0.515
416206,2,2,6,0.812
416207,2,7,2,1.762
416208,-4,-4,-4,-4
416209,2,2,8,0.247
416212,1,6,6,0.515
416213,1,4,5,1.762
416214,-4,-4,-4,-4
416215,1,4,4,-0.405
416216,1,4,4,-1.463
416217,2,7,2,0.247
416218,1,5,2,-0.6
416219,-4,-4,-4,-4
416220,1,7,3,0.247
416222,1,2,4,1.001
416223,2,6,1,-0.051
416224,1,4,3,0.247
417101,1,6,6,0.509
417102,1,2,2,-4
417103,1,5,2,-0.898
417104,1,6,7,0.247
417105,1,6,1,0.733
417106,1,7,6,0.052
417107,-4,-4,-4,-4
417108,1,7,2,-1
417109,1,2,2,0.515
417110,1,4,5,-1.579
417111,1,5,2,-0.411
417112,1,2,6,0.052
417113,1,7,1,-1.282
417114,-4,-4,-4,-4
417116,1,2,6,1.104
417117,1,2,2,-4
417118,1,3,5,1.001
417119,1,2,8,-0.898
417121,1,6,6,-4
417122,1,5,7,-4
417123,1,4,3,0.052
417124,1,2,3,0.052
417125,1,7,6,-4
417126,1,2,3,0.052
417127,1,2,6,-0.898
417128,1,7,6,0.515
417129,1,2,6,0.247
417201,1,7,6,0.349
417202,2,6,3,-9
417203,1,7,6,-0.411
417204,1,7,6,-0.216
417205,2,7,3,0.539
417206,1,6,6,-9
417207,1,2,8,-0.898
417208,1,4,5,-1.087
417210,1,2,2,-0.216
417212,2,5,6,0.728
417213,2,7,6,1.191
417214,2,7,3,-9
417215,2,2,6,-9
417216,2,3,7,1.001
417218,1,2,4,-4
417219,1,5,6,-0.898
417220,1,3,3,-9
417221,2,7,6,-4
418101,1,7,5,0.807
418102,1,2,6,0.052
418103,1,7,2,-4
418104,1,2,5,-4
418105,1,2,2,-0.898
418107,1,6,3,0.807
418108,1,2,5,-0.898
418109,1,2,4,-0.709
418110,1,2,3,0.052
418111,1,2,6,-1.847
418112,1,2,2,-0.143
418113,1,3,4,-4
418114,1,2,3,0.052
418115,1,2,6,-4
418116,1,2,1,-1.361
418117,1,6,5,-0.898
418118,1,5,2,0.052
418201,2,7,6,-4
418202,2,7,6,-4
418203,2,5,7,-4
418204,-4,-4,-4,-4
418205,2,4,6,-4
418206,2,7,4,-4
418207,2,7,4,-1.579
418208,2,1,6,-4
418209,2,6,5,-4
418210,2,7,8,1.488
418211,2,7,6,-0.898
418212,-4,-4,-4,-4
418213,2,7,6,1.488
418214,2,5,8,0.436
418215,2,7,6,1.951
418216,2,7,5,-4
418217,2,7,6,-1.195
418218,2,7,6,-4
418219,2,7,3,-4
418220,-4,-4,-4,-4
418222,2,4,8,1.951
418223,2,2,6,-1.093
418224,2,7,6,-1.847
418225,2,7,6,-4
418226,2,4,5,0.436
418301,1,4,5,0.436
418302,2,2,6,0.812
418303,1,7,3,-0.435
418304,2,5,3,1.488
418305,2,7,7,-0.167
418306,2,7,6,0.812
418307,1,5,5,-0.435
418308,1,7,3,1.007
418309,2,4,6,-0.24
418310,2,7,7,1.951
418311,2,7,4,0.812
418312,1,7,2,-0.13
418313,1,4,7,1.494
418314,2,4,3,1.762
418315,1,4,5,0.812
418316,1,2,6,1.299
418317,2,4,5,0.247
418319,1,7,6,1.951
418320,2,4,6,-0.246
419101,1,4,5,0.32
419102,1,5,2,-4
419103,1,4,4,-4
419105,1,4,3,-0.709
419106,1,7,4,1.001
419107,1,4,5,0.32
419108,1,5,4,0.966
419109,1,3,7,1.762
419110,1,6,3,0.052
419111,1,5,3,0.509
419112,1,3,4,0.052
419113,1,2,6,0.32
419114,1,2,6,1.001
419115,1,4,4,-0.246
419116,1,2,7,0.022
419117,1,2,6,1.196
419118,1,4,1,1.001
419119,1,5,6,-0.898
419120,1,7,6,1.756
419121,1,5,4,0.052
419122,1,4,5,0.733
419201,1,7,7,1.001
419202,1,7,2,-9
419203,1,7,6,0.32
419204,-4,-4,-4,-4
419205,1,4,3,-9
419206,1,7,1,-9
419207,1,4,6,-9
419209,1,7,6,-9
419210,1,7,6,-0.63
419211,1,7,3,1.001
419212,-4,-4,-4,-4
419213,1,7,5,-0.149
419214,-4,-4,-4,-4
419215,1,7,2,1.683
419216,1,7,6,0.544
419217,1,6,3,-0.898
419218,1,2,6,0.728
419220,-4,-4,-4,-4
419221,1,7,6,-9
419222,1,6,6,-9
419223,1,7,3,0.052
419224,-4,-4,-4,-4
419225,-4,-4,-4,-4
419227,1,7,2,-0.898
419228,1,2,6,0.807
419229,1,5,4,-9
419230,1,5,2,-9
419231,1,7,6,-9
420101,2,7,6,0.052
420102,2,7,5,-4
420103,2,7,5,-4
420104,2,7,3,-4
420107,1,5,5,-0.703
420108,2,7,6,1.001
420109,2,7,6,-4
420110,2,2,6,-4
420112,1,7,7,1.001
420113,2,7,7,1.001
420114,2,7,5,-4
420115,1,6,6,0.807
420116,2,7,6,0.052
420117,1,7,6,-4
420201,2,7,7,-9
420202,2,7,2,0.247
420203,1,7,2,-0.709
420204,1,7,6,0.247
420205,2,5,6,1.464
420206,1,7,5,-0.703
420208,1,7,6,0.704
420209,1,7,6,-0.216
420210,1,7,6,0.247
420211,1,7,6,0.544
420212,2,7,2,-0.703
420213,2,7,5,1.196
420214,2,7,6,-0.709
420215,2,7,6,-0.514
420216,2,7,5,-0.246
420217,2,7,2,0.704
420218,1,7,5,-1.652
421101,2,7,6,1.001
421102,1,7,2,-1.579
421103,2,3,3,-4
421104,2,6,4,-0.514
421105,1,7,6,1.001
421106,2,2,2,-4
421107,2,7,6,-4
421108,2,7,6,0.515
421109,2,7,4,0.247
421110,2,2,4,-0.411
421111,2,7,4,-4
421113,2,7,4,0.515
421114,1,7,6,-0.137
421116,2,7,5,1.001
421117,2,7,2,0.247
421118,1,2,6,0.812
421119,-4,-4,-4,-4
421120,2,6,4,0.326
421121,1,6,7,0.812
421123,1,2,6,-0.246
421124,1,5,2,-1.087
421201,2,4,2,-4
421203,2,7,6,-4
421204,2,6,6,-4
421205,2,4,6,-4
421206,2,7,6,-4
421207,2,5,7,1.951
421208,2,7,8,0.046
421209,2,7,4,-4
421211,2,4,2,-4
421212,2,6,6,0.241
421213,2,7,3,-0.709
421214,2,6,5,-4
421215,2,7,5,-4
421216,2,6,4,-4
421217,2,6,8,-0.143
421219,2,7,6,0.052
422101,2,7,2,-0.898
422102,1,4,7,1.951
422103,2,7,2,-0.898
422104,2,4,8,1.464
422105,2,4,8,-1.847
422106,1,7,5,0.052
422107,1,7,6,0.618
422108,2,4,6,0.618
422109,2,7,6,-0.898
422110,2,5,7,-0.216
422112,2,7,2,-1.847
422113,2,7,6,-1.093
422116,2,4,3,0.807
422117,2,5,3,-0.63
422118,2,7,3,-0.898
422119,2,7,6,0.509
422120,2,7,6,0.052
422121,1,2,6,-1.087
422122,1,7,7,-0.703
422123,2,7,6,0.052
422124,1,7,7,0.32
422125,2,7,6,-0.898
422126,1,7,7,-0.143
422127,2,4,5,-0.143
422128,1,5,7,-0.898
422129,2,4,3,-0.898
422130,1,7,7,0.32
422131,1,4,8,-1.282
422132,2,7,2,-0.819
422201,1,7,6,-0.246
422202,2,7,4,1.191
422203,-4,-4,-4,-4
422204,2,7,6,1.001
422205,1,7,6,-1.847
422206,1,5,3,0.052
422207,2,4,8,1.951
422208,2,7,3,-0.319
422209,1,5,7,0.052
422210,2,3,4,-1.847
422211,1,5,6,1.001
422212,2,4,7,0.247
422213,2,5,6,1.001
422214,1,5,6,0.052
422215,1,7,6,0.247
422216,2,5,3,1.001
422217,2,7,6,1.464
422218,1,3,3,-0.782
422219,1,7,8,1.951
422220,1,4,2,1.001
422221,2,5,2,-0.898
422222,2,5,3,1.001
422224,2,7,3,0.812
422225,1,7,2,1.001
422226,1,7,6,0.052
422227,1,5,5,1.196
422228,2,7,3,1.196
422229,1,5,6,1.001
422230,1,3,7,-1.847
423101,2,7,4,0.807
423102,2,7,4,0.509
423103,-4,-4,-4,-4
423104,1,6,5,0.168
423105,2,5,1,1.001
423106,1,7,5,0.052
423107,2,6,5,-0.703
423108,1,7,3,-0.703
423109,1,7,6,-0.405
423111,1,2,7,1.488
423112,1,7,6,-0.703
423113,2,7,4,-0.137
423114,1,7,2,-0.898
423115,2,5,6,0.058
423202,1,5,4,-4
423203,2,7,4,1.951
423204,1,7,6,0.125
423205,1,7,6,0.698
423206,-4,-4,-4,-4
423207,1,7,6,0.32
423208,1,4,5,0.509
423209,1,7,3,0.533
423211,2,3,2,0.052
423212,2,7,3,1.561
423213,2,7,1,-0.709
423214,2,5,4,0.344
423215,2,5,6,0.052
423216,1,5,8,1.951
423217,1,7,2,1.756
423218,1,7,4,-0.246
423219,2,5,6,-0.709
424101,1,7,7,1.464
424102,1,7,3,1.001
424103,1,3,1,1.191
424104,1,6,7,0.052
424105,1,7,3,1.464
424106,1,7,5,1.001
424107,1,3,6,-0.898
424108,1,6,3,-0.63
424109,1,7,5,1.951
424110,1,7,5,1.951
424111,1,7,2,1.001
424112,1,3,6,0.052
424113,1,7,3,0.247
424114,1,4,5,0.247
424115,1,7,2,0.052
424116,1,4,4,0.052
424117,1,4,6,-0.898
424118,1,7,6,-4
424119,1,7,5,-0.246
424120,1,4,2,1.001
424121,1,3,6,1.951
424122,1,7,6,0.704
424123,1,7,5,-1.463
424124,1,3,6,-0.246
424125,1,7,6,-0.703
424126,1,7,4,0.349
424127,1,7,6,1.464
424201,1,7,2,-4
424202,1,7,5,-0.703
424203,1,4,1,-0.703
424204,1,3,6,0.32
424205,1,7,6,-4
424206,1,7,7,-0.435
424207,1,7,3,1.762
424208,1,4,8,-0.435
424209,1,7,6,-0.435
424210,1,7,2,-0.703
424211,1,7,3,-0.435
424212,1,7,5,-4
424213,1,7,5,1.001
424214,1,7,5,-4
424215,1,7,7,-0.703
424216,1,4,2,-0.137
424218,1,7,6,0.052
424219,1,5,2,-4
424220,1,3,5,0.515
424221,1,7,3,-4
424222,1,7,5,-0.703
424223,1,7,2,-4
424224,1,3,6,-0.703
424225,1,3,2,-4
424301,2,6,2,0.241
424303,2,7,6,-0.216
424304,2,7,5,0.247
424305,2,4,3,0.32
424306,2,5,5,1.488
424308,2,3,4,-0.898
424309,2,7,6,-0.898
424310,2,7,6,1.762
424311,2,7,5,1.001
424313,2,7,2,1.951
424314,2,7,7,0.052
424315,2,3,5,-0.898
424316,2,7,3,1.001
424317,2,7,2,0.515
424318,2,5,5,0.733
424319,2,7,3,1.001
424320,2,7,2,1.001
424321,2,7,3,0.812
424322,2,7,3,-0.898
424323,2,7,7,0.893
424324,2,7,6,0.704
424325,2,4,4,1.001
424326,2,7,4,1.488
424327,2,7,2,-0.435
424328,2,5,6,0.544
425101,1,7,4,-9
425102,1,3,6,-1.384
425104,2,3,7,-9
425105,1,7,6,0.807
425106,1,7,6,-9
425107,1,2,6,-9
425108,2,7,2,-9
425109,2,7,6,-9
425110,2,3,5,0.052
425111,1,7,6,1.001
425112,1,7,4,-0.411
425113,1,2,5,0.052
425114,1,4,5,-9
425115,2,7,6,-0.898
425116,1,7,4,-9
425117,2,7,6,1.001
425118,1,7,7,-0.898
425119,1,7,4,0.052
425120,2,7,3,1.001
425122,1,3,6,-1.847
425123,1,7,4,1.756
425124,1,7,7,1.27
425125,-4,-4,-4,-4
425201,1,7,3,0.052
425202,2,5,2,-0.246
425203,2,4,2,0.436
425204,1,5,7,0.82
425207,1,7,3,0.631
425208,2,7,7,1.104
425209,1,3,6,-0.137
425210,1,7,4,0.052
425211,1,5,6,0.241
425212,1,5,4,1.459
425214,1,3,6,0.052
425215,2,7,6,1.951
425216,2,7,7,0.052
425217,1,7,4,-9
425218,-4,-4,-4,-4
425219,1,7,2,-0.898
425220,2,7,6,-9
425221,1,3,6,1.001
425222,1,7,6,-9
425223,1,7,2,0.052
425224,1,7,3,0.052
425225,1,4,5,1.951
425226,1,7,7,-1.087
425227,-4,-4,-4,-4
425228,2,4,5,1.001
425229,1,3,3,1.001
425231,1,7,4,1.001
425232,2,3,6,1.385
425233,2,3,4,-9
425234,1,6,6,-0.703
425301,1,7,7,0.052
425302,2,7,5,1.683
425303,1,7,6,1.756
425304,2,7,5,-0.903
425306,1,7,6,0.539
425307,2,7,7,1.951
425308,2,5,2,-0.411
425309,2,7,6,0.807
425310,1,7,6,0.807
425311,2,7,6,-0.137
425312,1,7,2,1.951
425313,-4,-4,-4,-4
425314,1,7,7,1.951
425316,2,7,7,0.247
425317,2,7,7,0.052
425318,1,7,6,0.349
425319,2,7,7,0.807
425320,2,7,6,0.241
425321,2,7,3,1.762
425322,2,7,2,0.247
426101,2,7,6,0.052
426102,2,7,6,-0.898
426104,2,7,6,-0.216
426105,2,7,6,-4
426106,2,7,6,0.052
426107,2,3,5,0.052
426108,2,4,2,-1.39
426109,2,4,7,0.807
426110,2,7,6,-0.6
426111,2,7,6,1.001
426112,2,7,6,1.951
426113,2,7,6,-4
426114,2,7,6,1.951
426115,2,7,8,1.951
426116,2,7,5,-0.898
426117,2,7,3,1.001
426119,2,3,6,-0.246
426122,2,7,7,-4
426123,2,7,6,1.001
426124,2,6,6,-0.405
426125,2,7,6,1.756
426126,2,7,6,-0.143
426127,2,7,6,0.052
426128,2,7,6,0.052
426129,2,7,7,1.196
426130,2,7,7,-1.093
426201,1,7,6,0.052
426202,1,4,3,-4
426203,1,5,2,-0.898
426204,1,5,5,1.001
426205,1,4,3,0.052
426206,1,4,3,-0.411
426207,1,7,7,0.052
426208,1,3,6,0.807
426209,1,7,5,1.951
426210,1,6,6,0.017
426211,1,4,6,0.807
426212,1,5,7,0.052
426301,2,5,5,-0.435
426302,1,5,6,-0.435
426303,2,5,7,-0.435
426305,2,5,3,0.052
426306,2,5,1,1.561
426307,2,5,7,-0.435
426308,1,5,3,0.807
426309,1,5,6,0.052
426310,2,5,1,0.539
426311,2,5,5,-0.435
426312,1,5,3,-0.435
426313,2,5,1,-0.435
426314,1,5,7,-0.435
426315,2,5,2,0.647
426316,1,5,8,-0.435
426317,2,4,5,0.052
426318,2,5,8,0.807
426320,1,5,2,-0.921
426321,2,5,2,-0.435
426322,2,5,7,-0.435
426323,1,5,6,0.052
426324,1,5,6,-1.19
426325,2,5,7,-0.435
426326,2,5,6,-0.435
426327,2,5,5,0.539
426328,1,5,2,-0.435
426329,1,5,7,-0.921
426330,2,5,5,-0.435
426331,2,5,6,-0.921
426332,2,5,6,-0.435
427101,2,7,4,-4
427102,2,7,4,-4
427103,2,7,1,-4
427104,2,7,2,-4
427105,2,7,2,-4
427106,2,7,6,-4
427107,1,7,6,-4
427108,2,7,4,-4
427109,1,7,4,-4
427110,2,7,7,-4
427111,1,7,1,-4
427112,1,7,5,-4
427113,2,7,6,-4
427114,2,7,2,-4
427115,2,7,2,-4
427116,1,7,2,-4
427117,2,7,5,-4
427118,2,7,2,-4
427119,2,7,2,-4
427120,1,7,2,-4
427121,1,7,6,-4
427122,2,7,2,-4
427123,2,7,3,-4
427124,1,7,2,-4
427125,2,7,2,-4
427126,2,7,2,-4
427127,2,7,2,-4
427128,2,7,7,-4
427129,2,7,8,-4
427130,2,7,3,-4
427131,1,7,6,-4
427132,2,7,3,-4
427133,1,7,3,-4
427134,2,7,6,-4
427135,2,7,2,-4
427136,2,7,2,-4
427137,1,7,2,-4
427138,1,7,6,-4
427139,2,7,3,-4
427140,2,7,2,-4
427141,1,7,8,-4
427142,1,7,4,-4
427143,1,7,4,-4
427144,1,7,7,-4
427145,2,7,3,-4
427146,1,7,3,-4
427147,1,7,4,-4
427148,1,7,6,-4
427149,2,7,3,-4
427201,2,7,2,-0.137
427202,-4,-4,-4,-4
427203,2,7,1,-0.137
427204,1,7,4,-0.892
427205,2,7,1,-0.137
428101,2,7,3,0.812
428102,1,7,3,0.052
428103,1,7,6,0.32
428104,2,7,6,0.247
428105,2,7,6,1.654
428106,1,7,3,-0.898
428107,2,7,2,0.812
428108,2,7,6,-0.137
428109,2,7,4,-0.63
428110,2,7,2,1.27
428111,2,7,2,-0.137
428112,1,7,6,-0.137
428113,1,7,5,-0.898
428114,2,7,4,-0.63
428115,1,7,3,0.32
428116,2,7,2,-0.137
428201,1,7,6,0.052
428202,1,7,6,1.001
428203,2,7,7,0.052
428204,-4,-4,-4,-4
428206,-4,-4,-4,-4
428207,1,3,4,0.052
428208,1,3,5,0.241
428209,1,7,2,0.052
428210,-4,-4,-4,-4
428213,1,7,7,0.052
428214,1,7,5,-0.216
428215,2,3,8,0.052
428216,1,6,6,0.807
428217,1,7,8,0.052
428218,1,3,2,-0.411
428219,2,7,7,0.32
428220,1,7,6,0.052
428221,1,7,2,-0.027
428222,2,7,7,0.807
428223,1,7,6,0.539
428224,-4,-4,-4,-4
428261,-8,-8,-8,-8
428303,1,7,6,-0.898
428304,1,7,7,1.951
428305,1,7,7,1.001
428306,1,2,8,1.372
428307,1,7,4,-1.847
428308,1,7,7,1.459
428309,1,7,6,0.509
428311,1,7,8,-4
428313,1,4,7,0.733
428314,-4,-4,-4,-4
428315,1,7,4,1.001
428316,-4,-4,-4,-4
428317,1,7,6,-0.246
428318,1,7,4,-4
428319,1,7,6,-0.027
428320,1,7,7,0.349
428321,1,7,6,1.001
428322,-4,-4,-4,-4
429101,2,5,5,1.951
429102,1,6,1,-1.847
429104,2,2,7,0.704
429105,1,7,8,-0.527
429106,2,7,6,-0.303
429107,2,2,2,1.683
429108,2,7,5,0.247
429109,2,2,2,-4
429110,1,7,6,1.951
429111,2,2,6,-4
429112,1,7,7,0.631
429113,1,7,2,-4
429114,1,3,6,0.544
429115,1,2,7,1.683
429117,2,2,5,0.544
429118,1,7,7,1.459
429119,2,7,5,1.951
429120,1,2,6,-4
429121,2,7,5,-4
429122,1,2,6,-1.847
429124,1,2,6,0.052
429125,2,7,7,1.951
429127,1,2,3,-0.514
429128,2,7,2,1.196
429129,1,3,1,-4
429130,1,2,4,-0.898
429131,1,2,3,-4
429132,1,7,5,0.928
429133,1,5,3,-1.847
429134,1,2,4,-0.898
429135,2,2,2,-4
429136,1,2,1,-4
429137,2,2,6,0.247
429138,1,7,1,1.001
429139,1,7,5,-0.898
429140,1,2,2,-0.435
429161,-8,-8,-8,-8
429201,1,6,7,-4
429202,2,7,7,-4
429203,1,2,6,-4
429204,-4,-4,-4,-4
429207,2,7,8,-4
429208,-4,-4,-4,-4
429209,2,7,6,-4
429211,-4,-4,-4,-4
429212,-4,-4,-4,-4
429213,2,7,7,-4
429215,1,2,4,-4
429216,-4,-4,-4,-4
429218,2,7,8,-4
429219,1,7,7,-4
429221,1,7,6,-4
429222,1,5,6,-4
429223,1,3,2,-4
429224,2,7,6,-4
429228,2,7,6,-4
429232,-4,-4,-4,-4
430101,1,7,1,-0.143
430102,2,6,4,1.756
430103,2,3,2,-0.795
430201,1,7,2,0.544
430202,1,7,2,1.275
430203,1,7,2,1.001
430204,1,7,6,1.001
430205,1,7,6,1.001
430206,1,7,2,-0.898
431101,2,5,2,-1.847
431102,1,6,6,0.247
431103,1,7,5,1.464
431104,1,2,2,0.704
431105,2,3,7,-0.435
431107,2,5,1,-0.898
431108,2,7,2,0.515
431109,1,6,3,1.27
431161,-8,-8,-8,-8
431201,1,7,3,-4
431202,1,7,8,1.27
431203,2,7,6,-4
431204,2,7,6,-0.898
431205,1,7,2,1.762
431206,1,7,6,-0.441
431207,1,7,8,-0.709
431209,1,7,6,0.704
431210,1,7,6,-0.709
432103,2,3,7,-4
432105,2,3,6,-4
432106,2,7,6,-4
432108,2,7,6,-4
432109,2,7,7,-4
432110,2,7,7,-4
432111,2,7,3,-4
432112,2,7,7,-4
432113,2,7,8,-4
432114,2,7,6,-4
432115,-4,-4,-4,-4
432116,2,7,6,-4
432118,2,7,3,-4
