"STU_ID","BYSEX","BYRACE","BYMOTHED","BYTXMSTD","F1TXMSTD"
401122,1,7,6,54.1,54.17
401123,2,7,5,47.07,49.95
401124,2,7,2,48.3,47.32
401125,2,7,4,53.91,54.56
401126,1,7,6,49.3,51.39
401127,1,7,2,41.82,40.43
401201,2,7,2,58.51,57.78
401202,1,5,7,55.51,55.92
401203,2,7,7,54.3,51.39
401204,1,7,6,63.82,59.45
401205,1,3,2,46.59,49.65
401206,2,7,7,58.94,60.15
401207,1,7,7,60.76,64.86
401208,1,7,6,69.75,66.43
401209,2,7,6,47.15,51.41
401210,2,7,6,61.45,62.48
401211,1,7,2,45.2,42.65
401212,1,7,6,64.77,64.6
401214,1,7,6,62.12,49.7
401215,2,7,7,64.09,63
401216,2,7,3,40.94,36.54
401217,2,7,6,63.71,62.93
401218,1,7,5,65.73,68.28
401219,1,7,3,58.56,67.93
401220,1,7,6,58.86,56.64
401222,2,7,6,50.94,55.68
401223,1,7,2,55.68,-8
401224,1,7,5,56.22,56.18
401225,2,7,4,43.78,40.41
401226,1,7,2,59.84,57.78
401227,1,7,5,75.16,71.48
401228,2,5,2,61.68,60.74
401229,1,7,7,70.16,65.61
401230,1,7,6,44.97,38.02
401231,-4,-4,-4,57.98,63.02
402101,1,7,5,54.28,51.66
402102,1,7,5,64.78,65.3
402103,2,7,6,58.01,57.21
402104,2,7,6,56.46,59.19
402106,2,2,7,68.84,67.16
402109,2,7,6,52.38,48.23
402110,1,7,6,71.53,62.38
402111,2,7,6,53.3,56.37
402112,1,7,6,51.7,49.55
402114,2,7,4,56.05,59.75
402115,2,7,6,67.41,-8
402116,1,7,4,60.2,63
402118,1,7,5,69.17,65.03
402119,1,7,2,45.1,45.65
402120,1,3,5,42.37,40.38
402121,1,7,7,71.75,63.74
402122,1,7,6,74.1,-8
402124,2,7,8,61.5,62.23
402126,2,7,6,53.79,53.01
402201,1,7,2,52.91,58.48
402202,2,7,2,55.37,52.67
402203,1,7,2,58.49,56.05
402204,2,7,6,60.02,62.51
402205,1,7,3,52.97,53.11
402206,1,7,2,57.03,56.03
402207,2,7,5,54.77,40.87
402208,1,7,2,48.57,60.17
402209,2,7,5,60.62,43.9
402210,1,7,2,60.64,67.05
402211,2,7,2,54.8,51.28
402212,2,7,2,50.57,62.25
402213,2,7,6,54.86,61.92
402214,2,7,2,47.46,47.93
402215,1,7,4,45.64,52.41
402216,1,7,2,53.62,56.84
402217,2,7,2,60.61,45.72
402218,1,7,3,50.25,66.85
402219,2,7,4,54.49,52.52
402220,2,7,2,53.04,65.68
402221,1,7,5,53.36,56.38
402222,1,7,5,57.22,36.92
402223,1,7,4,58.53,59.71
402224,2,7,7,50.07,53
402226,2,7,3,54.38,42.19
402228,1,7,2,57.22,68.12
402230,1,7,2,51.62,56.99
402231,1,7,3,53.09,50.19
402232,1,7,2,51.14,63.27
402233,1,7,2,47.63,51.6
402234,1,7,1,56.18,63.01
402235,2,7,3,46.14,40.23
403101,2,3,6,45.98,43.78
403102,2,5,2,44.21,41.7
403103,2,7,2,40.8,42.86
403104,2,6,3,33.83,37.37
403105,2,6,7,37.51,34.64
403106,2,3,1,46.94,46.18
403107,2,3,1,33.36,38.8
403108,2,3,3,42.7,45.15
403109,2,7,4,62.42,57.01
403110,2,6,5,54.31,51.93
403111,2,7,2,50.64,49.33
403112,2,3,5,43.89,37.62
403201,2,7,2,40.8,38.75
403202,1,7,6,46.15,49.46
403203,1,7,4,59.31,58.57
403204,1,7,5,65.19,65.9
403205,2,7,6,56.35,52.33
403206,1,7,6,57.2,57.78
403207,2,7,7,54.64,52.51
403208,2,7,6,57.59,55.38
403209,1,7,4,62.5,61.97
403210,2,7,2,51.52,55.54
403211,2,7,4,64.78,65.34
403212,2,7,2,44.36,40.58
403213,2,7,2,58.59,57.06
403214,2,7,7,66.06,68.08
403215,1,7,3,45.88,47.79
403216,1,7,2,49.81,52.95
403217,1,7,2,51.44,51.69
403218,2,7,5,59.34,57.18
403219,2,7,7,61.94,54.96
403220,1,7,4,56,58.23
403221,1,7,3,36.92,42.65
403222,2,7,2,64.37,60.62
403223,2,7,6,57.92,64.68
403224,1,7,2,56.53,55.24
403225,2,7,2,58.07,64.36
403226,2,7,4,50.38,47.9
404101,2,4,5,44.24,41.51
404102,2,7,4,55.26,59.11
404103,2,7,2,44.7,46.85
404104,2,7,3,47.77,49.82
404105,2,5,6,43.25,-8
404106,2,7,2,52.2,52.48
404107,2,7,2,51.59,52.14
404108,2,7,3,50.95,51.15
404109,2,7,2,45.84,50.76
404111,2,3,3,37.18,38.66
404112,2,5,4,58.75,61.11
404113,2,7,2,57.15,56.25
404114,2,7,2,51.3,55.67
404115,2,7,1,39.02,41.33
404116,2,2,6,64.01,59.02
404117,2,7,2,42.67,38.3
404118,2,7,2,44,44.92
404119,2,7,3,56.45,50.77
404201,2,7,3,57.86,60.66
404202,1,7,4,67.23,58.01
404203,1,7,4,58.2,63
404204,1,7,2,61.23,59.48
404205,2,7,2,52.01,48.72
404207,1,7,3,51.6,53.29
404209,1,7,2,66.62,58.7
404211,2,7,2,59.06,58.42
404213,2,7,6,41.24,42.28
404216,2,7,2,60.37,57.13
404217,1,7,3,65.33,65.11
404218,2,7,6,66.1,58.5
404219,1,7,7,60.54,65.06
404220,1,7,6,64.63,65.92
405101,-4,-4,-4,53.01,51.62
405102,1,7,2,58.66,58.56
405103,1,7,7,71.53,68.84
405104,1,5,3,57.98,48.83
405105,1,7,4,58.35,64.34
405106,1,7,7,65.12,57.73
405107,2,3,7,50.74,-8
405108,2,5,2,46.62,49.88
405109,1,7,2,60.51,51.57
405110,1,7,3,56.83,59.77
405112,2,7,7,52.14,55.02
405113,2,7,6,53.21,54.11
405114,2,7,3,56.43,46.57
405115,2,7,2,45.54,43.82
405116,1,3,8,50.61,50.12
405118,1,4,8,46.07,51.34
405202,1,5,4,48.2,51.41
405203,2,3,6,58.23,57.67
405204,1,7,2,46.63,42.47
405205,1,4,4,55.45,53.7
405206,2,7,6,52.28,49.98
405207,1,7,2,59.32,56.67
405208,1,7,3,55.62,51.39
405209,2,7,6,54.36,50.95
405210,1,7,4,46.2,53.72
405211,2,7,2,47.35,44.76
405212,2,7,2,43.37,41.77
405213,2,3,4,54.81,46.53
405214,1,7,3,52.34,46.23
406101,-4,-4,-4,58.83,54.18
406103,1,7,5,52.28,46.38
406104,2,7,6,51.48,50.7
406105,1,4,4,70.52,66.23
406106,2,7,6,71.81,67.51
406107,2,7,6,60.37,62.4
406108,2,7,6,50.94,50.47
406109,1,7,8,51.28,58.76
406110,-4,-4,-4,56.77,60.23
406111,1,7,6,60.56,57.89
406112,2,7,2,44.28,41.06
406113,2,7,3,50.67,52.66
406114,1,7,8,47,53.33
406115,-4,-4,-4,54.1,52.96
406116,2,7,6,65.8,67.12
406117,1,7,7,57.83,59.18
406118,2,7,4,54.24,50.22
406119,2,7,4,60.02,60.02
406120,1,7,6,63.4,58.45
406121,2,5,2,44.71,41.14
406122,1,7,5,66.21,61.96
406201,1,7,4,60.4,61.46
406202,1,7,5,53.77,55.43
406203,1,7,3,58.82,56.05
406204,2,7,2,51.06,54.96
406205,2,7,4,50.52,55.05
406206,2,7,3,52.2,52.3
406207,1,7,3,54.41,44.45
406208,1,7,6,52.18,51.46
406209,1,7,3,57.16,58.61
406210,2,7,2,47.06,47.96
406211,1,7,2,55.9,-8
406212,1,7,4,48.73,47.17
406215,1,7,2,39.77,37.67
406216,2,5,2,44.92,40.74
406217,1,7,4,48.55,-8
406218,2,7,1,50.37,48.43
406219,2,7,5,53.83,56.95
406220,1,7,2,54.17,50.77
406221,2,7,1,47.78,-8
406222,1,7,2,49.63,52.06
406223,2,7,4,48.45,48.41
406224,1,7,5,54.15,54.03
406225,1,7,4,63.26,58.47
407101,1,7,2,77.84,70.96
407103,1,7,7,68.09,60.25
407104,1,2,4,70.35,69.45
407105,1,7,7,51.36,53.54
407106,1,7,6,65.25,62.37
407107,1,7,5,57.05,54.75
407108,1,7,4,54.65,51.7
407109,1,7,6,70.1,69.79
407110,1,7,8,64.42,63.63
407111,1,7,7,58.65,60.22
407112,1,7,6,59.05,58.79
407114,1,5,7,62.68,58.14
407116,1,7,4,59.19,57.34
407201,2,7,6,54.14,54.01
407202,1,7,6,60.08,59.7
407203,1,7,6,59.14,66.43
407205,1,7,6,55.78,52.07
407206,1,7,7,58.81,62
407207,2,7,4,62.57,63.51
407208,2,7,2,49.36,47.33
407209,1,7,6,43.92,47.62
407210,1,7,7,63.75,70.02
407211,1,7,2,55.46,57.87
407212,1,7,2,42.59,42.32
407213,1,7,6,53.55,60.28
407214,2,7,5,56.54,56.06
407216,1,7,8,56.49,56.36
407217,2,7,5,53.14,45.36
407219,-4,-4,-4,64.76,60.73
407221,2,7,6,61.97,61.5
408101,1,7,2,54.8,-8
408102,1,7,6,58.55,55.7
408103,1,3,6,67.26,69.53
408104,1,7,7,57.6,57.98
408105,1,7,6,60.83,63.14
408106,1,7,5,62.74,67.78
408107,1,7,7,56.08,61.74
408109,1,7,5,65.4,65.67
408110,1,7,7,64.7,65.86
408111,1,6,5,59.09,60.32
408112,1,7,7,53.59,54.84
408113,1,7,6,61.87,64.89
408114,-4,-4,-4,49.38,49.22
408115,1,2,2,71.68,70.31
408116,1,7,5,49.26,55.75
408118,1,7,6,67.5,62.92
408122,1,7,2,54.85,54.86
408123,1,7,6,68.96,69
408124,1,7,4,58.38,-8
408125,1,7,2,54.2,59.22
408126,1,7,6,62.04,60.95
408127,1,7,6,61.52,65.9
408201,1,7,4,61.21,58.79
408202,1,7,8,62.85,59.8
408203,1,3,6,45.6,43.76
408204,-4,-4,-4,34.73,32.26
408205,1,7,6,55.13,59.75
408206,1,7,6,72.12,73.65
408207,1,6,4,51.77,54.54
408208,1,7,6,53.54,51.03
408209,1,7,6,45.07,48.89
408210,1,7,2,58.86,56.59
408211,1,2,3,53.24,54.49
408213,1,7,2,59.67,66.43
408214,1,7,5,62.52,62.42
408215,1,4,4,54.95,53
408216,1,7,2,47.09,44.98
408217,1,6,5,59.61,51.8
408218,1,7,5,59.32,62.02
408222,1,7,7,45.5,45.62
408223,1,7,2,51.77,53.36
408224,1,7,6,52.37,51.88
408225,1,7,6,46.89,55.1
408226,1,5,5,56.94,57.86
408227,1,2,5,62.25,-8
408228,1,7,2,53.67,-8
408229,1,7,5,70.85,67.92
408230,1,7,5,64.68,61.71
408231,1,7,4,54.92,55.73
409101,2,3,2,34.83,35.04
409102,1,3,7,36.4,-8
409103,2,3,4,42.43,39.57
409104,1,3,2,31.31,32.05
409105,2,3,2,28.22,33.17
409106,1,3,7,50.3,55.4
409107,2,3,3,43.88,49.41
409108,1,3,2,35.72,35.83
409109,1,3,8,37.28,-8
409110,2,3,7,35.49,-8
409111,1,3,1,26.69,-8
409112,1,3,2,27.37,26.01
409114,2,3,2,38.39,37.92
409201,2,7,3,51.09,50.35
409202,1,7,5,60.74,61.48
409203,1,7,7,66.78,71.03
409204,2,7,2,50.6,52.28
409205,2,2,6,60.2,59.91
409206,1,7,2,58.77,55.95
409208,1,7,6,54.46,55.92
409209,2,7,5,51.02,49.45
409211,1,7,2,53.2,51.11
409212,1,7,7,56.3,59.37
409213,1,2,6,58.53,58.77
409215,2,7,7,41.58,40.36
409216,2,7,6,52.37,51.87
409217,2,7,1,46.76,-8
409218,1,4,7,47.86,49.39
409219,2,7,7,46.2,-8
409220,2,7,6,49.42,45.94
409221,2,5,6,45.95,-8
410101,1,7,6,59.62,58.15
410102,2,7,6,46.8,48.67
410103,1,4,2,42.99,40.88
410104,1,7,6,47.04,50.23
410105,2,3,7,52.22,48.76
410106,-4,-4,-4,58.83,55.55
410107,1,7,8,62.13,57.93
410108,1,6,8,34.61,38.62
410109,2,7,5,61.64,73.08
410110,1,3,2,37.29,40.42
410111,1,7,2,42.4,40.29
410112,1,7,6,69.73,66.82
410113,2,6,5,67.05,68.25
410114,1,7,6,54.81,54.68
410115,1,7,7,65.77,71.64
410116,2,7,5,38.38,32.49
410117,2,7,6,56.16,57.93
410118,2,3,7,45.35,38.74
410119,1,7,6,58.55,59.44
410120,1,7,8,75.15,69.24
410121,2,7,7,39.47,-8
410122,2,7,3,46.5,47.97
410123,2,7,6,43.19,40.7
410124,2,7,6,53.41,51.61
410126,1,7,4,55.12,53.58
410127,1,7,7,80.21,74.97
410128,2,3,5,40.34,37.65
410129,2,7,6,59.13,55.61
410130,2,7,6,51.97,48.42
410131,1,7,7,39.93,38.22
410132,2,2,6,55.46,56.65
410133,1,7,5,43.6,46.74
410134,2,7,5,44.04,42.58
410135,2,7,7,51.84,51.46
410201,1,6,6,58.37,55.1
410202,2,6,5,50.15,47.1
410203,1,7,6,45.61,46.42
410204,1,7,2,64.52,52.38
410205,1,7,2,58.94,58.8
410206,2,7,2,40.96,41.11
410207,2,7,4,46.07,48.75
410208,1,6,4,51.53,53.39
410209,2,7,3,38.92,45.52
410210,2,7,8,40.95,35.24
410211,1,7,2,35.71,35.69
410212,2,7,6,52.04,44.44
410213,1,7,3,40.53,42.21
410214,2,7,2,52.93,53.37
410215,2,7,2,64.87,66.46
410216,2,7,5,56.17,50.75
410217,2,7,1,38.4,38.94
410218,1,7,2,47.52,43.69
410219,1,7,3,60.43,60.98
410220,2,7,7,54.36,55.03
411103,2,3,5,43.68,40.24
411104,2,6,8,45.4,42.25
411105,2,3,5,44.78,41.02
411106,1,3,6,42.67,42.53
411107,2,3,5,53.79,55.92
411108,1,6,7,53.98,53.81
411109,1,3,3,55.66,58.46
411110,2,3,4,37.16,34.7
411111,2,6,3,46.23,-8
411112,1,3,2,49.97,48.81
411113,1,3,2,48.02,46.08
411114,1,3,6,56.48,52.27
411116,2,3,5,48.58,49.38
411117,1,3,2,38.55,40.45
411118,1,3,6,54.42,49.79
411119,1,3,7,43.59,42.75
411122,2,3,3,36.42,-8
411123,2,3,5,44.6,42.6
411125,2,3,4,38.13,44.67
411126,2,3,3,34.81,35.89
411127,1,4,1,49.82,52.91
411128,1,3,5,27.33,28.23
411129,2,3,5,38.87,32.97
411130,1,3,3,42.9,42.09
411131,1,3,7,51.49,-8
411132,1,4,2,48.74,40.33
411161,-8,-8,-8,-8,49.7
411201,2,7,6,50.78,49.61
411202,2,7,6,49.08,51.9
411203,2,7,6,50.17,-8
411204,2,7,5,56.87,60.83
411205,2,7,7,54.77,54.85
411206,2,7,2,40.88,-8
411207,2,7,7,65.54,62.2
411208,2,7,6,50.26,52.93
411209,2,3,6,52.2,51.71
411210,2,7,3,45.7,44.66
411211,2,7,6,50.22,52.31
411212,2,7,4,45.03,46.16
411213,2,6,7,46.41,43.83
411214,2,7,8,54.3,53.35
411215,2,6,6,41.52,37.74
411216,2,7,6,53.6,52.74
411217,2,7,6,49.96,52.4
411218,2,7,1,40.72,41.74
411219,2,7,2,52.69,54.64
411220,2,7,5,49.02,50.81
411221,2,7,7,44.55,44.65
411222,2,7,2,51.32,49.48
411223,2,7,6,63.57,64.73
411224,2,7,6,56.9,58.67
411225,2,7,6,49.01,51.99
411226,2,7,2,58.43,59.95
411227,2,7,6,41.91,36.84
411228,2,7,6,56.04,57.77
412101,2,7,2,50.21,51.58
412102,2,7,3,49.56,45.63
412103,2,6,8,48.61,49.62
412104,2,7,5,59.52,59.57
412105,2,7,5,54.46,62.36
412106,2,7,2,46.86,46.57
412107,2,7,6,53.56,50.43
412108,2,7,6,48.54,50.54
412109,2,7,7,63.41,61.82
412110,2,7,2,56.88,58.96
412111,2,7,7,45.54,50.95
412112,2,7,6,64.95,64.87
412113,2,7,6,58.7,61.55
412114,2,7,5,54.48,54.48
412115,2,7,6,51.22,55.23
412116,2,7,3,46.12,50.17
412117,2,7,3,55.35,51.15
412118,2,7,6,66.55,64.8
412119,2,7,6,52.59,-8
412120,2,7,2,49.17,49.63
412121,2,7,5,46.11,46.43
412122,2,7,6,62.45,56.83
412123,2,7,2,62.18,60.94
412124,2,7,2,51.37,47.89
412201,1,7,4,57.46,59.6
412202,2,7,3,58.96,58.56
412203,2,7,4,68.21,65.63
412204,2,7,4,57.65,58.44
412206,2,7,6,46.52,43.55
412207,1,7,6,51.9,49.63
412208,2,7,6,47.06,48.73
412209,2,7,3,58.58,59.78
412210,2,7,6,46.14,46.17
412211,1,7,6,59.85,61.31
412212,1,7,6,51.87,53.05
412213,1,7,6,66.46,64.09
412214,1,7,8,51.02,57.06
412215,2,7,2,59.91,67.37
412216,2,7,2,70.98,53.05
412217,1,5,6,64.92,61.19
413101,1,7,6,46.54,48.89
413103,1,7,6,57.17,56.46
413104,1,7,2,56.5,58.45
413106,1,7,7,57.43,57.71
413107,1,5,7,54.39,-8
413108,1,7,3,55.04,57.11
413109,1,7,6,48.24,54.93
413111,1,7,6,56.43,52.6
413112,1,7,5,58.28,64.81
413114,1,7,2,52.19,49.5
413115,1,7,2,61.3,62.26
413117,1,7,4,54.23,51.87
413118,1,7,2,51.32,57.63
413119,1,7,6,64.39,63.26
413201,1,7,7,56.32,57.28
413202,2,3,3,46.67,48
413203,2,7,6,39.5,34.24
413204,1,7,2,46.89,49.59
413205,1,7,6,58.37,60.46
413206,1,7,7,56.51,58.6
413207,1,7,2,49.16,49.22
413209,1,7,6,53.46,45.29
414101,2,2,1,61.38,62.32
414102,1,4,6,52.57,57.45
414103,2,7,4,55.28,53.62
414104,1,7,5,57.19,55.15
414105,1,7,6,56.72,58.38
414106,1,7,6,57.26,52.61
414107,2,7,2,62.89,64.7
414108,2,7,6,68.91,66.07
414109,2,6,4,66.52,69
414110,1,7,6,52.75,57.8
414111,1,7,4,62.18,57.8
414112,1,5,3,66.65,64.8
414201,2,7,4,58.85,61.28
414202,2,7,6,33.79,30.89
414203,2,7,2,56.72,59.43
414204,1,7,5,60.68,62.59
414205,1,7,6,58.66,63.44
414206,2,7,6,44.21,43.74
414207,1,3,2,36.58,39.82
414209,2,5,5,60.3,59.85
414210,2,7,6,58.48,57.48
414211,1,3,2,26.95,31.62
414212,1,7,7,40.61,36.89
414213,1,7,5,58.08,61.16
414215,1,3,4,38.19,43.01
414216,1,7,6,57.43,60.66
414217,2,6,5,62.01,64.94
414218,1,7,7,56.27,60.32
414219,2,7,2,44.42,48.65
414220,2,3,6,60.11,59.08
414221,2,7,2,49.48,52.07
414222,2,7,2,44.91,43.24
414223,2,3,1,27.93,28.52
414224,2,3,5,52.6,53.65
414225,2,3,3,48.93,49.11
414226,1,7,2,55.23,61.99
414227,2,7,5,54,51.49
414228,1,6,1,60.94,63.21
414229,2,7,2,67.63,64.25
414230,1,7,6,30.88,-8
415101,1,7,2,52.32,59.62
415102,1,7,7,53.16,56.34
415103,2,7,5,45.12,46.83
415104,1,5,8,63.71,64.27
415105,2,7,5,38.13,40.33
415106,2,7,5,49.77,51.79
415107,-4,-4,-4,41.75,39.35
415108,2,7,7,64.71,62.03
415109,2,7,4,64.65,65.65
415110,2,6,6,45.5,45.54
415111,1,3,2,45.78,45
415112,1,7,4,56.98,54.45
415113,1,7,6,57.78,58.73
415114,2,7,7,67.06,-8
415115,2,7,6,55.6,55.73
415116,1,7,6,71.08,73.14
415117,1,7,6,52.9,54.91
415118,1,7,8,66.49,68.34
415119,1,7,6,57.17,59.6
415120,1,7,2,52.44,57.44
415121,1,7,5,56.79,58.7
415122,1,7,3,56.36,56.82
415123,2,7,6,48.82,51.26
415124,1,7,6,56.03,55.13
415125,1,7,6,47.04,49.62
415126,-4,-4,-4,46.72,45.81
415127,-4,-4,-4,52.65,54.17
415128,2,7,3,53.31,56.39
415201,2,7,5,56.1,53.64
415202,2,7,5,50.4,44.59
415203,2,7,2,59.8,52.98
415204,2,6,2,44.19,39.83
415205,2,7,7,52.12,55.04
415206,1,6,6,51.48,55.32
415207,2,7,5,45.33,47.13
415208,2,7,5,62,58.55
415209,2,7,6,60.1,54.52
415210,1,7,6,77.61,67.43
415211,2,7,5,43.66,42.51
415212,2,7,2,42.91,47.63
415214,-4,-4,-4,52.41,53.62
415215,2,7,6,54.23,54.06
415216,1,7,7,64.67,63.66
416103,2,7,5,52.45,49.72
416104,2,4,3,50.53,50.35
416105,-4,-4,-4,58.34,59.82
416106,2,7,3,53.9,59.85
416107,2,5,5,54.76,60.7
416108,-4,-4,-4,59.67,63.75
416109,2,5,5,54.6,52.3
416110,2,7,3,61.31,67.03
416111,2,5,6,46.52,53.48
416112,2,2,6,53.54,67.27
416113,2,5,2,58.82,59.15
416114,-4,-4,-4,50.59,55.65
416115,2,7,5,68.13,63.1
416116,2,5,6,63.41,60.33
416117,2,7,3,53,52.53
416118,2,3,3,47.03,48.58
416119,-4,-4,-4,59.43,57.21
416120,2,7,8,56.02,58.22
416121,2,7,4,49.3,53.41
416122,2,7,2,61.33,63.79
416123,-4,-4,-4,44.05,42.8
416201,1,4,4,54.37,45.45
416202,-4,-4,-4,56.04,56.4
416203,1,4,1,60.64,46.35
416205,1,7,7,59,58.93
416206,2,2,6,53.38,-8
416207,2,7,2,65.7,63.34
416208,-4,-4,-4,48.17,47.91
416209,2,2,8,54.7,38.62
416212,1,6,6,53.2,55.51
416213,1,4,5,65.84,61.34
416214,-4,-4,-4,48.65,53.48
416215,1,4,4,56.91,60.82
416216,1,4,4,41.3,41.5
416217,2,7,2,48.74,42.5
416218,1,5,2,48.15,53.36
416219,-4,-4,-4,64.76,62.47
416220,1,7,3,61.85,59.47
416222,1,2,4,52.66,50.86
416223,2,6,1,49.11,48.34
416224,1,4,3,46.19,47.01
417101,1,6,6,55.08,-8
417102,1,2,2,46.62,44.22
417103,1,5,2,47.29,41.55
417104,1,6,7,51.73,49.38
417105,1,6,1,62.95,73.09
417106,1,7,6,51.59,51.73
417107,-4,-4,-4,42.96,39.92
417108,1,7,2,54.78,53.01
417109,1,2,2,62.85,59.81
417110,1,4,5,40.33,44.26
417111,1,5,2,45.48,45.19
417112,1,2,6,50.38,49.45
417113,1,7,1,38.37,41.23
417114,-4,-4,-4,55.56,58.51
417116,1,2,6,54.42,-8
417117,1,2,2,46.19,43.45
417118,1,3,5,58.3,61.49
417119,1,2,8,52.09,60.92
417121,1,6,6,43.52,46.55
417122,1,5,7,53.35,52.76
417123,1,4,3,54.3,50.4
417124,1,2,3,52.59,50.7
417125,1,7,6,49.38,52.26
417126,1,2,3,52.27,54.06
417127,1,2,6,45.22,45.09
417128,1,7,6,66.61,60.16
417129,1,2,6,50.83,52.7
417201,1,7,6,64.36,64.79
417202,2,6,3,49.17,48.34
417203,1,7,6,64.77,67.07
417204,1,7,6,51.86,49.22
417205,2,7,3,59.9,56.33
417206,1,6,6,67.78,60.58
417207,1,2,8,50.1,50.96
417208,1,4,5,51.72,55.6
417210,1,2,2,54.87,56.96
417212,2,5,6,65.32,64.8
417213,2,7,6,63.79,65.72
417214,2,7,3,53.73,49
417215,2,2,6,54.98,59.14
417216,2,3,7,61.42,56.36
417218,1,2,4,55.67,59.31
417219,1,5,6,55.53,54.21
417220,1,3,3,63.77,-8
417221,2,7,6,56.62,62.39
418101,1,7,5,56.29,58.86
418102,1,2,6,66.99,66.13
418103,1,7,2,47.64,-8
418104,1,2,5,46.82,44.42
418105,1,2,2,56.78,54.73
418107,1,6,3,58.93,55.77
418108,1,2,5,41.47,42.35
418109,1,2,4,49.19,-8
418110,1,2,3,57.99,52.77
418111,1,2,6,54.38,51.58
418112,1,2,2,50.33,60.45
418113,1,3,4,46.37,47.1
418114,1,2,3,51.29,56.35
418115,1,2,6,63.15,62.91
418116,1,2,1,42.97,34.22
418117,1,6,5,57.07,51.02
418118,1,5,2,55.78,53.75
418201,2,7,6,58.78,55.15
418202,2,7,6,59.91,60.64
418203,2,5,7,59.2,57.26
418204,-4,-4,-4,53.5,52.29
418205,2,4,6,60.96,58.79
418206,2,7,4,59.37,62.17
418207,2,7,4,43.92,41.56
418208,2,1,6,59.16,58.4
418209,2,6,5,60.63,62.69
418210,2,7,8,63.44,62.3
418211,2,7,6,53.69,-8
418212,-4,-4,-4,58.1,54.96
418213,2,7,6,57.98,57.4
418214,2,5,8,56.65,56.54
418215,2,7,6,62.98,62.93
418216,2,7,5,52.83,52.58
418217,2,7,6,49.33,48.69
418218,2,7,6,62.85,64.72
418219,2,7,3,58.11,56
418220,-4,-4,-4,55.8,57.69
418222,2,4,8,53.9,59.39
418223,2,2,6,51.87,51.43
418224,2,7,6,51.5,-8
418225,2,7,6,52.12,61.4
418226,2,4,5,52.97,42.13
418301,1,4,5,55.1,56.71
418302,2,2,6,53.23,54.91
418303,1,7,3,57.99,61.81
418304,2,5,3,58.64,59.83
418305,2,7,7,58.47,58.76
418306,2,7,6,58.46,-8
418307,1,5,5,58.8,62.5
418308,1,7,3,60.7,56.75
418309,2,4,6,53.9,55.48
418310,2,7,7,59.13,59.68
418311,2,7,4,39.89,40.49
418312,1,7,2,65.02,65.55
418313,1,4,7,61.44,62.53
418314,2,4,3,47.15,44.27
418315,1,4,5,55.33,59.58
418316,1,2,6,55.84,56.45
418317,2,4,5,59.31,58.81
418319,1,7,6,56.41,54.32
418320,2,4,6,49.66,52.56
419101,1,4,5,55.22,55.09
419102,1,5,2,42.39,44.87
419103,1,4,4,49.78,48
419105,1,4,3,45.44,48.23
419106,1,7,4,50.3,57.47
419107,1,4,5,52.52,55.23
419108,1,5,4,50.97,50.05
419109,1,3,7,64.43,71.47
419110,1,6,3,55.6,55.6
419111,1,5,3,54.25,55.57
419112,1,3,4,54.07,52.13
419113,1,2,6,64.32,63.76
419114,1,2,6,62.93,65.47
419115,1,4,4,49.98,48.4
419116,1,2,7,49.98,51.2
419117,1,2,6,40.31,42.34
419118,1,4,1,57.61,59.08
419119,1,5,6,56.84,60.14
419120,1,7,6,51.58,58.07
419121,1,5,4,48.86,39.14
419122,1,4,5,51.76,52.88
419201,1,7,7,55.68,56.66
419202,1,7,2,56.9,-8
419203,1,7,6,49.78,52.27
419204,-4,-4,-4,65.12,54.58
419205,1,4,3,58.08,58.64
419206,1,7,1,71.62,64.78
419207,1,4,6,47.63,53.44
419209,1,7,6,60.47,66.65
419210,1,7,6,59.13,-8
419211,1,7,3,60.3,60.86
419212,-4,-4,-4,58.58,59.09
419213,1,7,5,53.91,54.37
419214,-4,-4,-4,68.39,71.57
419215,1,7,2,66.13,63.62
419216,1,7,6,58.77,72.27
419217,1,6,3,64.02,56.89
419218,1,2,6,54.65,51.98
419220,-4,-4,-4,49.74,51.28
419221,1,7,6,50.82,44.45
419222,1,6,6,52.36,48.61
419223,1,7,3,51.59,58.2
419224,-4,-4,-4,54.71,56.77
419225,-4,-4,-4,59.67,59.74
419227,1,7,2,43.45,44.93
419228,1,2,6,64.6,61.13
419229,1,5,4,50.94,50.71
419230,1,5,2,49.27,50.31
419231,1,7,6,57.01,59.77
420101,2,7,6,56.65,55.68
420102,2,7,5,56.44,53.74
420103,2,7,5,60.71,60.45
420104,2,7,3,50.29,48.61
420107,1,5,5,62.3,62.62
420108,2,7,6,70.84,67.38
420109,2,7,6,57.72,63.33
420110,2,2,6,64.6,66.6
420112,1,7,7,65.85,68.1
420113,2,7,7,62.46,65.61
420114,2,7,5,50.29,49.77
420115,1,6,6,64.66,63.74
420116,2,7,6,54.54,52.42
420117,1,7,6,57.47,55.47
420201,2,7,7,47.58,48.07
420202,2,7,2,61.35,63.07
420203,1,7,2,61.54,68.42
420204,1,7,6,58.7,58.3
420205,2,5,6,66.28,60.62
420206,1,7,5,69.04,65.59
420208,1,7,6,55.94,64.82
420209,1,7,6,64.97,64.39
420210,1,7,6,73.28,70.79
420211,1,7,6,64.05,-8
420212,2,7,2,44.31,34.94
420213,2,7,5,59.25,60.74
420214,2,7,6,45.83,49.76
420215,2,7,6,44.04,42.55
420216,2,7,5,53.52,54.06
420217,2,7,2,62.74,49.07
